Plugin Instance                                             Type Instance                       Item Name                                Field Name                          TSDB Name
stats                                                       req_qdepth_sum                      mdt_seqm_stats_req_qdepth                req_qdepth                          mdt_seqm_stats_req_qdepth_sum
stats                                                       req_qdepth_sum_square               mdt_seqm_stats_req_qdepth                req_qdepth                          mdt_seqm_stats_req_qdepth_sum_square
stats                                                       req_active_samples                  mdt_seqm_stats_req_active                req_active                          mdt_seqm_stats_req_active_samples
stats                                                       req_active_min                      mdt_seqm_stats_req_active                req_active                          mdt_seqm_stats_req_active_min
stats                                                       req_active_max                      mdt_seqm_stats_req_active                req_active                          mdt_seqm_stats_req_active_max
stats                                                       req_active_sum                      mdt_seqm_stats_req_active                req_active                          mdt_seqm_stats_req_active_sum
stats                                                       req_active_sum_square               mdt_seqm_stats_req_active                req_active                          mdt_seqm_stats_req_active_sum_square
stats                                                       req_timeout_samples                 mdt_seqm_stats_req_timeout               req_timeout                         mdt_seqm_stats_req_timeout_samples
stats                                                       req_timeout_min                     mdt_seqm_stats_req_timeout               req_timeout                         mdt_seqm_stats_req_timeout_min
stats                                                       req_timeout_max                     mdt_seqm_stats_req_timeout               req_timeout                         mdt_seqm_stats_req_timeout_max
stats                                                       req_timeout_sum                     mdt_seqm_stats_req_timeout               req_timeout                         mdt_seqm_stats_req_timeout_sum
stats                                                       req_timeout_sum_square              mdt_seqm_stats_req_timeout               req_timeout                         mdt_seqm_stats_req_timeout_sum_square
stats                                                       reqbuf_avail_samples                mdt_seqm_stats_reqbuf_avail              reqbuf_avail                        mdt_seqm_stats_reqbuf_avail_samples
stats                                                       reqbuf_avail_min                    mdt_seqm_stats_reqbuf_avail              reqbuf_avail                        mdt_seqm_stats_reqbuf_avail_min
stats                                                       reqbuf_avail_max                    mdt_seqm_stats_reqbuf_avail              reqbuf_avail                        mdt_seqm_stats_reqbuf_avail_max
stats                                                       reqbuf_avail_sum                    mdt_seqm_stats_reqbuf_avail              reqbuf_avail                        mdt_seqm_stats_reqbuf_avail_sum
stats                                                       reqbuf_avail_sum_square             mdt_seqm_stats_reqbuf_avail              reqbuf_avail                        mdt_seqm_stats_reqbuf_avail_sum_square
stats                                                       req_waittime_samples                mdt_seqs_stats_req_waittime              req_waittime                        mdt_seqs_stats_req_waittime_samples
stats                                                       req_waittime_min                    mdt_seqs_stats_req_waittime              req_waittime                        mdt_seqs_stats_req_waittime_min
stats                                                       req_waittime_max                    mdt_seqs_stats_req_waittime              req_waittime                        mdt_seqs_stats_req_waittime_max
stats                                                       req_waittime_sum                    mdt_seqs_stats_req_waittime              req_waittime                        mdt_seqs_stats_req_waittime_sum
stats                                                       req_waittime_sum_square             mdt_seqs_stats_req_waittime              req_waittime                        mdt_seqs_stats_req_waittime_sum_square
stats                                                       req_qdepth_samples                  mdt_seqs_stats_req_qdepth                req_qdepth                          mdt_seqs_stats_req_qdepth_samples
stats                                                       req_qdepth_min                      mdt_seqs_stats_req_qdepth                req_qdepth                          mdt_seqs_stats_req_qdepth_min
stats                                                       req_qdepth_max                      mdt_seqs_stats_req_qdepth                req_qdepth                          mdt_seqs_stats_req_qdepth_max
stats                                                       req_qdepth_sum                      mdt_seqs_stats_req_qdepth                req_qdepth                          mdt_seqs_stats_req_qdepth_sum
stats                                                       req_qdepth_sum_square               mdt_seqs_stats_req_qdepth                req_qdepth                          mdt_seqs_stats_req_qdepth_sum_square
stats                                                       req_active_samples                  mdt_seqs_stats_req_active                req_active                          mdt_seqs_stats_req_active_samples
stats                                                       req_active_min                      mdt_seqs_stats_req_active                req_active                          mdt_seqs_stats_req_active_min
stats                                                       req_active_max                      mdt_seqs_stats_req_active                req_active                          mdt_seqs_stats_req_active_max
stats                                                       req_active_sum                      mdt_seqs_stats_req_active                req_active                          mdt_seqs_stats_req_active_sum
stats                                                       req_active_sum_square               mdt_seqs_stats_req_active                req_active                          mdt_seqs_stats_req_active_sum_square
stats                                                       req_timeout_samples                 mdt_seqs_stats_req_timeout               req_timeout                         mdt_seqs_stats_req_timeout_samples
stats                                                       req_timeout_min                     mdt_seqs_stats_req_timeout               req_timeout                         mdt_seqs_stats_req_timeout_min
stats                                                       req_timeout_max                     mdt_seqs_stats_req_timeout               req_timeout                         mdt_seqs_stats_req_timeout_max
stats                                                       req_timeout_sum                     mdt_seqs_stats_req_timeout               req_timeout                         mdt_seqs_stats_req_timeout_sum
stats                                                       req_timeout_sum_square              mdt_seqs_stats_req_timeout               req_timeout                         mdt_seqs_stats_req_timeout_sum_square
stats                                                       reqbuf_avail_samples                mdt_seqs_stats_reqbuf_avail              reqbuf_avail                        mdt_seqs_stats_reqbuf_avail_samples
stats                                                       reqbuf_avail_min                    mdt_seqs_stats_reqbuf_avail              reqbuf_avail                        mdt_seqs_stats_reqbuf_avail_min
stats                                                       reqbuf_avail_max                    mdt_seqs_stats_reqbuf_avail              reqbuf_avail                        mdt_seqs_stats_reqbuf_avail_max
stats                                                       reqbuf_avail_sum                    mdt_seqs_stats_reqbuf_avail              reqbuf_avail                        mdt_seqs_stats_reqbuf_avail_sum
stats                                                       reqbuf_avail_sum_square             mdt_seqs_stats_reqbuf_avail              reqbuf_avail                        mdt_seqs_stats_reqbuf_avail_sum_square
stats                                                       req_waittime_samples                ost_stats_req_waittime                   req_waittime                        ost_stats_req_waittime_samples
stats                                                       req_waittime_min                    ost_stats_req_waittime                   req_waittime                        ost_stats_req_waittime_min
stats                                                       req_waittime_max                    ost_stats_req_waittime                   req_waittime                        ost_stats_req_waittime_max
stats                                                       req_waittime_sum                    ost_stats_req_waittime                   req_waittime                        ost_stats_req_waittime_sum
stats                                                       req_waittime_sum_square             ost_stats_req_waittime                   req_waittime                        ost_stats_req_waittime_sum_square
stats                                                       req_qdepth_samples                  ost_stats_req_qdepth                     req_qdepth                          ost_stats_req_qdepth_samples
stats                                                       req_qdepth_min                      ost_stats_req_qdepth                     req_qdepth                          ost_stats_req_qdepth_min
stats                                                       req_qdepth_max                      ost_stats_req_qdepth                     req_qdepth                          ost_stats_req_qdepth_max
stats                                                       req_qdepth_sum                      ost_stats_req_qdepth                     req_qdepth                          ost_stats_req_qdepth_sum
stats                                                       req_qdepth_sum_square               ost_stats_req_qdepth                     req_qdepth                          ost_stats_req_qdepth_sum_square
stats                                                       req_active_samples                  ost_stats_req_active                     req_active                          ost_stats_req_active_samples
stats                                                       req_active_min                      ost_stats_req_active                     req_active                          ost_stats_req_active_min
stats                                                       req_active_max                      ost_stats_req_active                     req_active                          ost_stats_req_active_max
stats                                                       req_active_sum                      ost_stats_req_active                     req_active                          ost_stats_req_active_sum
stats                                                       req_active_sum_square               ost_stats_req_active                     req_active                          ost_stats_req_active_sum_square
stats                                                       req_timeout_samples                 ost_stats_req_timeout                    req_timeout                         ost_stats_req_timeout_samples
stats                                                       req_timeout_min                     ost_stats_req_timeout                    req_timeout                         ost_stats_req_timeout_min
stats                                                       req_timeout_max                     ost_stats_req_timeout                    req_timeout                         ost_stats_req_timeout_max
stats                                                       req_timeout_sum                     ost_stats_req_timeout                    req_timeout                         ost_stats_req_timeout_sum
stats                                                       req_timeout_sum_square              ost_stats_req_timeout                    req_timeout                         ost_stats_req_timeout_sum_square
stats                                                       reqbuf_avail_samples                ost_stats_reqbuf_avail                   reqbuf_avail                        ost_stats_reqbuf_avail_samples
stats                                                       reqbuf_avail_min                    ost_stats_reqbuf_avail                   reqbuf_avail                        ost_stats_reqbuf_avail_min
stats                                                       reqbuf_avail_max                    ost_stats_reqbuf_avail                   reqbuf_avail                        ost_stats_reqbuf_avail_max
stats                                                       reqbuf_avail_sum                    ost_stats_reqbuf_avail                   reqbuf_avail                        ost_stats_reqbuf_avail_sum
stats                                                       reqbuf_avail_sum_square             ost_stats_reqbuf_avail                   reqbuf_avail                        ost_stats_reqbuf_avail_sum_square
stats                                                       req_waittime_samples                ost_io_stats_req_waittime                req_waittime                        ost_io_stats_req_waittime_samples
stats                                                       req_waittime_min                    ost_io_stats_req_waittime                req_waittime                        ost_io_stats_req_waittime_min
stats                                                       req_waittime_max                    ost_io_stats_req_waittime                req_waittime                        ost_io_stats_req_waittime_max
stats                                                       req_waittime_sum                    ost_io_stats_req_waittime                req_waittime                        ost_io_stats_req_waittime_sum
stats                                                       req_waittime_sum_square             ost_io_stats_req_waittime                req_waittime                        ost_io_stats_req_waittime_sum_square
stats                                                       req_qdepth_samples                  ost_io_stats_req_qdepth                  req_qdepth                          ost_io_stats_req_qdepth_samples
stats                                                       req_qdepth_min                      ost_io_stats_req_qdepth                  req_qdepth                          ost_io_stats_req_qdepth_min
stats                                                       req_qdepth_max                      ost_io_stats_req_qdepth                  req_qdepth                          ost_io_stats_req_qdepth_max
stats                                                       req_qdepth_sum                      ost_io_stats_req_qdepth                  req_qdepth                          ost_io_stats_req_qdepth_sum
stats                                                       req_qdepth_sum_square               ost_io_stats_req_qdepth                  req_qdepth                          ost_io_stats_req_qdepth_sum_square
stats                                                       req_active_samples                  ost_io_stats_req_active                  req_active                          ost_io_stats_req_active_samples
stats                                                       req_active_min                      ost_io_stats_req_active                  req_active                          ost_io_stats_req_active_min
stats                                                       req_active_max                      ost_io_stats_req_active                  req_active                          ost_io_stats_req_active_max
stats                                                       req_active_sum                      ost_io_stats_req_active                  req_active                          ost_io_stats_req_active_sum
stats                                                       req_active_sum_square               ost_io_stats_req_active                  req_active                          ost_io_stats_req_active_sum_square
stats                                                       req_timeout_samples                 ost_io_stats_req_timeout                 req_timeout                         ost_io_stats_req_timeout_samples
stats                                                       req_timeout_min                     ost_io_stats_req_timeout                 req_timeout                         ost_io_stats_req_timeout_min
stats                                                       req_timeout_max                     ost_io_stats_req_timeout                 req_timeout                         ost_io_stats_req_timeout_max
stats                                                       req_timeout_sum                     ost_io_stats_req_timeout                 req_timeout                         ost_io_stats_req_timeout_sum
stats                                                       req_timeout_sum_square              ost_io_stats_req_timeout                 req_timeout                         ost_io_stats_req_timeout_sum_square
stats                                                       reqbuf_avail_samples                ost_io_stats_reqbuf_avail                reqbuf_avail                        ost_io_stats_reqbuf_avail_samples
stats                                                       reqbuf_avail_min                    ost_io_stats_reqbuf_avail                reqbuf_avail                        ost_io_stats_reqbuf_avail_min
stats                                                       reqbuf_avail_max                    ost_io_stats_reqbuf_avail                reqbuf_avail                        ost_io_stats_reqbuf_avail_max
stats                                                       reqbuf_avail_sum                    ost_io_stats_reqbuf_avail                reqbuf_avail                        ost_io_stats_reqbuf_avail_sum
stats                                                       reqbuf_avail_sum_square             ost_io_stats_reqbuf_avail                reqbuf_avail                        ost_io_stats_reqbuf_avail_sum_square
stats                                                       ost_read_samples                    ost_io_stats_ost_read                    ost_read                            ost_io_stats_ost_read_samples
stats                                                       ost_read_min                        ost_io_stats_ost_read                    ost_read                            ost_io_stats_ost_read_min
stats                                                       ost_read_max                        ost_io_stats_ost_read                    ost_read                            ost_io_stats_ost_read_max
stats                                                       ost_read_sum                        ost_io_stats_ost_read                    ost_read                            ost_io_stats_ost_read_sum
stats                                                       ost_read_sum_square                 ost_io_stats_ost_read                    ost_read                            ost_io_stats_ost_read_sum_square
stats                                                       ost_write_samples                   ost_io_stats_ost_write                   ost_write                           ost_io_stats_ost_write_samples
stats                                                       ost_write_min                       ost_io_stats_ost_write                   ost_write                           ost_io_stats_ost_write_min
stats                                                       ost_write_max                       ost_io_stats_ost_write                   ost_write                           ost_io_stats_ost_write_max
stats                                                       ost_write_sum                       ost_io_stats_ost_write                   ost_write                           ost_io_stats_ost_write_sum
stats                                                       ost_write_sum_square                ost_io_stats_ost_write                   ost_write                           ost_io_stats_ost_write_sum_square
stats                                                       ost_punch_samples                   ost_io_stats_ost_punch                   ost_punch                           ost_io_stats_ost_punch_samples
stats                                                       ost_punch_min                       ost_io_stats_ost_punch                   ost_punch                           ost_io_stats_ost_punch_min
stats                                                       ost_punch_max                       ost_io_stats_ost_punch                   ost_punch                           ost_io_stats_ost_punch_max
stats                                                       ost_punch_sum                       ost_io_stats_ost_punch                   ost_punch                           ost_io_stats_ost_punch_sum
stats                                                       ost_punch_sum_square                ost_io_stats_ost_punch                   ost_punch                           ost_io_stats_ost_punch_sum_square
stats                                                       req_waittime_samples                ost_create_stats_req_waittime            req_waittime                        ost_create_stats_req_waittime_samples
stats                                                       req_waittime_min                    ost_create_stats_req_waittime            req_waittime                        ost_create_stats_req_waittime_min
stats                                                       req_waittime_max                    ost_create_stats_req_waittime            req_waittime                        ost_create_stats_req_waittime_max
stats                                                       req_waittime_sum                    ost_create_stats_req_waittime            req_waittime                        ost_create_stats_req_waittime_sum
stats                                                       req_waittime_sum_square             ost_create_stats_req_waittime            req_waittime                        ost_create_stats_req_waittime_sum_square
stats                                                       req_qdepth_samples                  ost_create_stats_req_qdepth              req_qdepth                          ost_create_stats_req_qdepth_samples
stats                                                       req_qdepth_min                      ost_create_stats_req_qdepth              req_qdepth                          ost_create_stats_req_qdepth_min
stats                                                       req_qdepth_max                      ost_create_stats_req_qdepth              req_qdepth                          ost_create_stats_req_qdepth_max
stats                                                       req_qdepth_sum                      ost_create_stats_req_qdepth              req_qdepth                          ost_create_stats_req_qdepth_sum
stats                                                       req_qdepth_sum_square               ost_create_stats_req_qdepth              req_qdepth                          ost_create_stats_req_qdepth_sum_square
stats                                                       req_active_samples                  ost_create_stats_req_active              req_active                          ost_create_stats_req_active_samples
stats                                                       req_active_min                      ost_create_stats_req_active              req_active                          ost_create_stats_req_active_min
stats                                                       req_active_max                      ost_create_stats_req_active              req_active                          ost_create_stats_req_active_max
stats                                                       req_active_sum                      ost_create_stats_req_active              req_active                          ost_create_stats_req_active_sum
stats                                                       req_active_sum_square               ost_create_stats_req_active              req_active                          ost_create_stats_req_active_sum_square
stats                                                       req_timeout_samples                 ost_create_stats_req_timeout             req_timeout                         ost_create_stats_req_timeout_samples
stats                                                       req_timeout_min                     ost_create_stats_req_timeout             req_timeout                         ost_create_stats_req_timeout_min
stats                                                       req_timeout_max                     ost_create_stats_req_timeout             req_timeout                         ost_create_stats_req_timeout_max
stats                                                       req_timeout_sum                     ost_create_stats_req_timeout             req_timeout                         ost_create_stats_req_timeout_sum
stats                                                       req_timeout_sum_square              ost_create_stats_req_timeout             req_timeout                         ost_create_stats_req_timeout_sum_square
stats                                                       reqbuf_avail_samples                ost_create_stats_reqbuf_avail            reqbuf_avail                        ost_create_stats_reqbuf_avail_samples
stats                                                       reqbuf_avail_min                    ost_create_stats_reqbuf_avail            reqbuf_avail                        ost_create_stats_reqbuf_avail_min
stats                                                       reqbuf_avail_max                    ost_create_stats_reqbuf_avail            reqbuf_avail                        ost_create_stats_reqbuf_avail_max
stats                                                       reqbuf_avail_sum                    ost_create_stats_reqbuf_avail            reqbuf_avail                        ost_create_stats_reqbuf_avail_sum
stats                                                       reqbuf_avail_sum_square             ost_create_stats_reqbuf_avail            reqbuf_avail                        ost_create_stats_reqbuf_avail_sum_square
stats                                                       req_waittime_samples                ost_seq_stats_req_waittime               req_waittime                        ost_seq_stats_req_waittime_samples
stats                                                       req_waittime_min                    ost_seq_stats_req_waittime               req_waittime                        ost_seq_stats_req_waittime_min
stats                                                       req_waittime_max                    ost_seq_stats_req_waittime               req_waittime                        ost_seq_stats_req_waittime_max
stats                                                       req_waittime_sum                    ost_seq_stats_req_waittime               req_waittime                        ost_seq_stats_req_waittime_sum
stats                                                       req_waittime_sum_square             ost_seq_stats_req_waittime               req_waittime                        ost_seq_stats_req_waittime_sum_square
stats                                                       req_qdepth_samples                  ost_seq_stats_req_qdepth                 req_qdepth                          ost_seq_stats_req_qdepth_samples
stats                                                       req_qdepth_min                      ost_seq_stats_req_qdepth                 req_qdepth                          ost_seq_stats_req_qdepth_min
stats                                                       req_qdepth_max                      ost_seq_stats_req_qdepth                 req_qdepth                          ost_seq_stats_req_qdepth_max
stats                                                       req_qdepth_sum                      ost_seq_stats_req_qdepth                 req_qdepth                          ost_seq_stats_req_qdepth_sum
stats                                                       req_qdepth_sum_square               ost_seq_stats_req_qdepth                 req_qdepth                          ost_seq_stats_req_qdepth_sum_square
stats                                                       req_active_samples                  ost_seq_stats_req_active                 req_active                          ost_seq_stats_req_active_samples
stats                                                       req_active_min                      ost_seq_stats_req_active                 req_active                          ost_seq_stats_req_active_min
stats                                                       req_active_max                      ost_seq_stats_req_active                 req_active                          ost_seq_stats_req_active_max
stats                                                       req_active_sum                      ost_seq_stats_req_active                 req_active                          ost_seq_stats_req_active_sum
stats                                                       req_active_sum_square               ost_seq_stats_req_active                 req_active                          ost_seq_stats_req_active_sum_square
stats                                                       req_timeout_samples                 ost_seq_stats_req_timeout                req_timeout                         ost_seq_stats_req_timeout_samples
stats                                                       req_timeout_min                     ost_seq_stats_req_timeout                req_timeout                         ost_seq_stats_req_timeout_min
stats                                                       req_timeout_max                     ost_seq_stats_req_timeout                req_timeout                         ost_seq_stats_req_timeout_max
stats                                                       req_timeout_sum                     ost_seq_stats_req_timeout                req_timeout                         ost_seq_stats_req_timeout_sum
stats                                                       req_timeout_sum_square              ost_seq_stats_req_timeout                req_timeout                         ost_seq_stats_req_timeout_sum_square
stats                                                       reqbuf_avail_samples                ost_seq_stats_reqbuf_avail               reqbuf_avail                        ost_seq_stats_reqbuf_avail_samples
stats                                                       reqbuf_avail_min                    ost_seq_stats_reqbuf_avail               reqbuf_avail                        ost_seq_stats_reqbuf_avail_min
stats                                                       reqbuf_avail_max                    ost_seq_stats_reqbuf_avail               reqbuf_avail                        ost_seq_stats_reqbuf_avail_max
stats                                                       reqbuf_avail_sum                    ost_seq_stats_reqbuf_avail               reqbuf_avail                        ost_seq_stats_reqbuf_avail_sum
stats                                                       reqbuf_avail_sum_square             ost_seq_stats_reqbuf_avail               reqbuf_avail                        ost_seq_stats_reqbuf_avail_sum_square
stats                                                       req_waittime_samples                ldlm_canceld_stats_req_waittime          req_waittime                        ldlm_canceld_stats_req_waittime_samples
stats                                                       req_waittime_min                    ldlm_canceld_stats_req_waittime          req_waittime                        ldlm_canceld_stats_req_waittime_min
stats                                                       req_waittime_max                    ldlm_canceld_stats_req_waittime          req_waittime                        ldlm_canceld_stats_req_waittime_max
stats                                                       req_waittime_sum                    ldlm_canceld_stats_req_waittime          req_waittime                        ldlm_canceld_stats_req_waittime_sum
stats                                                       req_waittime_sum_square             ldlm_canceld_stats_req_waittime          req_waittime                        ldlm_canceld_stats_req_waittime_sum_square
stats                                                       req_qdepth_samples                  ldlm_canceld_stats_req_qdepth            req_qdepth                          ldlm_canceld_stats_req_qdepth_samples
stats                                                       req_qdepth_min                      ldlm_canceld_stats_req_qdepth            req_qdepth                          ldlm_canceld_stats_req_qdepth_min
stats                                                       req_qdepth_max                      ldlm_canceld_stats_req_qdepth            req_qdepth                          ldlm_canceld_stats_req_qdepth_max
stats                                                       req_qdepth_sum                      ldlm_canceld_stats_req_qdepth            req_qdepth                          ldlm_canceld_stats_req_qdepth_sum
stats                                                       req_qdepth_sum_square               ldlm_canceld_stats_req_qdepth            req_qdepth                          ldlm_canceld_stats_req_qdepth_sum_square
stats                                                       req_active_samples                  ldlm_canceld_stats_req_active            req_active                          ldlm_canceld_stats_req_active_samples
stats                                                       req_active_min                      ldlm_canceld_stats_req_active            req_active                          ldlm_canceld_stats_req_active_min
stats                                                       req_active_max                      ldlm_canceld_stats_req_active            req_active                          ldlm_canceld_stats_req_active_max
stats                                                       req_active_sum                      ldlm_canceld_stats_req_active            req_active                          ldlm_canceld_stats_req_active_sum
stats                                                       req_active_sum_square               ldlm_canceld_stats_req_active            req_active                          ldlm_canceld_stats_req_active_sum_square
stats                                                       req_timeout_samples                 ldlm_canceld_stats_req_timeout           req_timeout                         ldlm_canceld_stats_req_timeout_samples
stats                                                       req_timeout_min                     ldlm_canceld_stats_req_timeout           req_timeout                         ldlm_canceld_stats_req_timeout_min
stats                                                       req_timeout_max                     ldlm_canceld_stats_req_timeout           req_timeout                         ldlm_canceld_stats_req_timeout_max
stats                                                       req_timeout_sum                     ldlm_canceld_stats_req_timeout           req_timeout                         ldlm_canceld_stats_req_timeout_sum
stats                                                       req_timeout_sum_square              ldlm_canceld_stats_req_timeout           req_timeout                         ldlm_canceld_stats_req_timeout_sum_square
stats                                                       reqbuf_avail_samples                ldlm_canceld_stats_reqbuf_avail          reqbuf_avail                        ldlm_canceld_stats_reqbuf_avail_samples
stats                                                       reqbuf_avail_min                    ldlm_canceld_stats_reqbuf_avail          reqbuf_avail                        ldlm_canceld_stats_reqbuf_avail_min
stats                                                       reqbuf_avail_max                    ldlm_canceld_stats_reqbuf_avail          reqbuf_avail                        ldlm_canceld_stats_reqbuf_avail_max
stats                                                       reqbuf_avail_sum                    ldlm_canceld_stats_reqbuf_avail          reqbuf_avail                        ldlm_canceld_stats_reqbuf_avail_sum
stats                                                       reqbuf_avail_sum_square             ldlm_canceld_stats_reqbuf_avail          reqbuf_avail                        ldlm_canceld_stats_reqbuf_avail_sum_square
stats                                                       req_waittime_samples                ldlm_cbd_stats_req_waittime              req_waittime                        ldlm_cbd_stats_req_waittime_samples
stats                                                       req_waittime_min                    ldlm_cbd_stats_req_waittime              req_waittime                        ldlm_cbd_stats_req_waittime_min
stats                                                       req_waittime_max                    ldlm_cbd_stats_req_waittime              req_waittime                        ldlm_cbd_stats_req_waittime_max
stats                                                       req_waittime_sum                    ldlm_cbd_stats_req_waittime              req_waittime                        ldlm_cbd_stats_req_waittime_sum
stats                                                       req_waittime_sum_square             ldlm_cbd_stats_req_waittime              req_waittime                        ldlm_cbd_stats_req_waittime_sum_square
stats                                                       req_qdepth_samples                  ldlm_cbd_stats_req_qdepth                req_qdepth                          ldlm_cbd_stats_req_qdepth_samples
stats                                                       req_qdepth_min                      ldlm_cbd_stats_req_qdepth                req_qdepth                          ldlm_cbd_stats_req_qdepth_min
stats                                                       req_qdepth_max                      ldlm_cbd_stats_req_qdepth                req_qdepth                          ldlm_cbd_stats_req_qdepth_max
stats                                                       req_qdepth_sum                      ldlm_cbd_stats_req_qdepth                req_qdepth                          ldlm_cbd_stats_req_qdepth_sum
stats                                                       req_qdepth_sum_square               ldlm_cbd_stats_req_qdepth                req_qdepth                          ldlm_cbd_stats_req_qdepth_sum_square
stats                                                       req_active_samples                  ldlm_cbd_stats_req_active                req_active                          ldlm_cbd_stats_req_active_samples
stats                                                       req_active_min                      ldlm_cbd_stats_req_active                req_active                          ldlm_cbd_stats_req_active_min
stats                                                       req_active_max                      ldlm_cbd_stats_req_active                req_active                          ldlm_cbd_stats_req_active_max
stats                                                       req_active_sum                      ldlm_cbd_stats_req_active                req_active                          ldlm_cbd_stats_req_active_sum
stats                                                       req_active_sum_square               ldlm_cbd_stats_req_active                req_active                          ldlm_cbd_stats_req_active_sum_square
stats                                                       req_timeout_samples                 ldlm_cbd_stats_req_timeout               req_timeout                         ldlm_cbd_stats_req_timeout_samples
stats                                                       req_timeout_min                     ldlm_cbd_stats_req_timeout               req_timeout                         ldlm_cbd_stats_req_timeout_min
stats                                                       req_timeout_max                     ldlm_cbd_stats_req_timeout               req_timeout                         ldlm_cbd_stats_req_timeout_max
stats                                                       req_timeout_sum                     ldlm_cbd_stats_req_timeout               req_timeout                         ldlm_cbd_stats_req_timeout_sum
stats                                                       req_timeout_sum_square              ldlm_cbd_stats_req_timeout               req_timeout                         ldlm_cbd_stats_req_timeout_sum_square
stats                                                       reqbuf_avail_samples                ldlm_cbd_stats_reqbuf_avail              reqbuf_avail                        ldlm_cbd_stats_reqbuf_avail_samples
stats                                                       reqbuf_avail_min                    ldlm_cbd_stats_reqbuf_avail              reqbuf_avail                        ldlm_cbd_stats_reqbuf_avail_min
stats                                                       reqbuf_avail_max                    ldlm_cbd_stats_reqbuf_avail              reqbuf_avail                        ldlm_cbd_stats_reqbuf_avail_max
stats                                                       reqbuf_avail_sum                    ldlm_cbd_stats_reqbuf_avail              reqbuf_avail                        ldlm_cbd_stats_reqbuf_avail_sum
stats                                                       reqbuf_avail_sum_square             ldlm_cbd_stats_reqbuf_avail              reqbuf_avail                        ldlm_cbd_stats_reqbuf_avail_sum_square
jobstat_${content:job_id}                                   job_id                              mdt_jobstats                             job_id                              mdt_jobstats_jobid
jobstat_${content:job_id}                                   open                                mdt_jobstats                             open                                mdt_jobstats_samples
jobstat_${content:job_id}                                   min_open                            mdt_jobstats                             min_open                            mdt_jobstats_min
jobstat_${content:job_id}                                   max_open                            mdt_jobstats                             max_open                            mdt_jobstats_max
jobstat_${content:job_id}                                   sum_open                            mdt_jobstats                             sum_open                            mdt_jobstats_sum
jobstat_${content:job_id}                                   sumsq_open                          mdt_jobstats                             sumsq_open                          mdt_jobstats_sumsq
jobstat_${content:job_id}                                   close                               mdt_jobstats                             close                               mdt_jobstats_samples
jobstat_${content:job_id}                                   min_close                           mdt_jobstats                             min_close                           mdt_jobstats_min
jobstat_${content:job_id}                                   max_close                           mdt_jobstats                             max_close                           mdt_jobstats_max
jobstat_${content:job_id}                                   sum_close                           mdt_jobstats                             sum_close                           mdt_jobstats_sum
jobstat_${content:job_id}                                   sumsq_close                         mdt_jobstats                             sumsq_close                         mdt_jobstats_sumsq
jobstat_${content:job_id}                                   mknod                               mdt_jobstats                             mknod                               mdt_jobstats_samples
jobstat_${content:job_id}                                   min_mknod                           mdt_jobstats                             min_mknod                           mdt_jobstats_min
